Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 3, 77.90785498489427%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 4, 77.6706231454006%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 5, 76.95427728613569%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 6, 78.1798245614035%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 7, 77.6086956521739%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 8, 78.02706552706553%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 9, 77.61299435028248%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 10, 77.54888268156425%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 11, 78.33104395604396%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 12, 77.08333333333334%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 13, 77.63513513513513%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 14, 77.8485254691689%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 15, 77.10526315789473%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 16, 77.12140992167102%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 17, 78.13307493540051%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 18, 78.48984771573603%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 19, 77.85087719298247%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 20, 77.98507462686567%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 21, 77.94840294840296%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 22, 76.98795180722891%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 23, 78.01312649164677%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 24, 77.60047281323878%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 25, 78.07377049180327%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 26, 78.06064073226545%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 27, 78.76131221719457%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 28, 77.74049217002236%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 29, 77.93311403508771%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 30, 78.06399132321042%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 31, 78.32618025751073%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 32, 78.33686440677965%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 33, 78.90786749482402%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 34, 77.45901639344262%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 35, 78.13765182186235%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 36, 77.78599605522683%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 37, 78.24074074074075%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 38, 78.26923076923077%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 39, 78.8735741444867%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 40, 78.26388888888889%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 41, 78.53558394160584%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 42, 78.67779783393502%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 43, 77.76315789473685%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 44, 78.09256055363322%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 45, 78.81825938566553%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 46, 78.78787878787878%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 47, 78.53349673202614%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 48, 78.63745980707395%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 49, 79.37797147385103%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 128 Overlap: 50, 77.94461778471138%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 0, 81.09375%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 1, 81.32716049382715%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 2, 80.25914634146342%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 3, 81.51515151515152%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 4, 81.58682634730539%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 5, 81.13905325443787%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 6, 80.77485380116958%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 7, 82.55813953488372%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 8, 82.18390804597702%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 9, 81.39204545454545%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 10, 81.10955056179775%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 11, 81.21546961325967%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 12, 81.31868131868131%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 13, 81.65760869565217%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 14, 81.58602150537635%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 15, 82.4468085106383%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 16, 81.3157894736842%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 17, 81.28238341968913%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 18, 82.2704081632653%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 19, 81.37626262626263%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 20, 81.40547263681593%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 21, 83.10643564356435%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 22, 82.0995145631068%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 23, 82.09134615384616%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 24, 82.58293838862559%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 25, 81.2206572769953%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 26, 81.50921658986175%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 27, 82.7840909090909%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 28, 82.03828828828829%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 29, 82.35619469026548%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 30, 82.64192139737992%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 31, 82.70474137931035%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 32, 82.3936170212766%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 33, 83.10669456066945%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 34, 81.79012345679013%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 35, 82.3170731707317%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 36, 82.07171314741036%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 37, 82.08661417322834%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 38, 82.57722007722008%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 39, 82.82442748091603%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 40, 83.09925093632958%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 41, 82.5925925925926%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 42, 82.12996389891697%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 43, 83.11170212765957%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 44, 82.21153846153845%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 45, 83.09075342465754%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 46, 81.9679054054054%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 47, 82.5907590759076%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 48, 82.83279220779221%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 49, 82.76273885350318%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 256 Overlap: 50, 82.7734375%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 512 Overlap: 0, 84.84375%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 512 Overlap: 1, 83.64197530864197%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 512 Overlap: 2, 84.90853658536585%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 512 Overlap: 3, 83.07926829268293%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 512 Overlap: 4, 84.33734939759037%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 512 Overlap: 5, 82.88690476190477%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 512 Overlap: 6, 83.23529411764706%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 512 Overlap: 7, 85.17441860465115%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 512 Overlap: 8, 83.86627906976744%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 512 Overlap: 9, 84.6590909090909%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 512 Overlap: 10, 83.00561797752809%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 512 Overlap: 11, 83.05555555555556%
Classifier: BayesNet options: -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAEYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 Window size: 512 Overlap: 12, 84.86111111111111%
